"DayOfWeek","Area ID","Reporting District","Victim Age","Victim Sex","Victim Descent","Premise Code","DR Number","MonthOccurred","HourOccurred","ReportingDelay","InjuryStatus","AtIntersection ","CollisionType"
7,12,1208,61,"M","B",101,231212810,5,2,0,"1 - Injury","Yes","Veh vs Ped"
3,10,1067,46,"F","W",101,231009479,5,10,0,"1 - Injury","No","Veh vs Veh"
4,15,1583,66,"M","W",101,231509854,5,10,0,"1 - Injury","No","M/C vs Veh"
6,14,1435,22,"M","O",101,231411357,5,16,0,"0 - No Injury","No","Unknown"
4,14,1441,31,"F","W",101,231411143,5,11,0,"0 - No Injury","No","Veh vs Veh"
2,15,1595,40,"F","A",101,231510053,5,13,0,"0 - No Injury","Unknown","Veh vs Parked Veh"
2,5,514,40,"M","A",101,230517281,12,18,0,"0 - No Injury","Unknown","Veh vs Fixed Object"
6,16,1641,20,"F","H",101,231608604,5,20,1,"1 - Injury","Yes","Veh vs Veh"
6,9,935,62,"M","W",101,230918007,12,15,0,"0 - No Injury","No","Veh vs Veh"
7,16,1621,51,"F","H",101,231608016,5,18,0,"1 - Injury","No","Veh vs Ped"
7,15,1543,43,"M","W",101,231510284,5,0,0,"0 - No Injury","No","Veh vs Parked Veh"
7,16,1676,36,"M","O",101,231608606,5,2,0,"0 - No Injury","No","Veh vs Parked Veh"
1,17,1783,60,"M","H",101,231710086,5,17,1,"1 - Injury","No","Veh vs Fixed Object"
2,17,1794,60,"M","O",101,231710097,5,12,0,"0 - No Injury","No","Veh vs Parked Veh"
2,15,1599,30,"M","A",101,231509938,5,20,4,"1 - Injury","No","Veh vs Veh"
3,16,1663,40,"M","H",101,231608464,5,1,0,"0 - No Injury","No","Veh vs Parked Veh"
2,1,174,38,"M","B",101,230127331,12,22,3,"1 - Injury","No","Veh vs Veh"
6,20,2034,59,"F","A",101,232019697,12,17,19,"1 - Injury","No","Veh vs Ped"
6,7,764,22,"M","H",101,230718955,12,0,0,"0 - No Injury","No","Veh vs Parked Veh"
5,20,2023,22,"M","O",101,232010398,5,22,1,"0 - No Injury","No","Veh vs Parked Veh"
3,19,1962,53,"M","H",101,231909669,5,20,1,"1 - Injury","Yes","Veh vs Ped"
5,17,1781,45,"M","W",101,231710289,5,0,0,"1 - Injury","No","Veh vs Fixed Object"
7,14,1444,21,"F","W",101,231422166,12,17,0,"1 - Injury","No","Veh vs Ped"
3,19,1998,47,"F","B",101,231909636,5,8,0,"0 - No Injury","No","Veh vs Veh"
1,9,969,30,"F","W",101,230917839,12,11,0,"1 - Injury","No","Veh vs Veh"
5,20,2004,20,"F","H",101,232018872,12,3,0,"1 - Injury","Yes","Veh vs Veh"
4,20,2039,31,"F","H",101,232010619,5,0,1,"0 - No Injury","No","Veh vs Parked Veh"
7,21,2156,49,"M","O",101,232117975,12,1,0,"0 - No Injury","No","Veh vs Fixed Object"
6,21,2146,30,"F","W",101,232108442,4,1,0,"0 - No Injury","Yes","Veh vs Veh"
4,17,1708,50,"F","H",101,231710184,5,5,0,"0 - No Injury","No","Veh vs Parked Veh"
3,17,1707,35,"M","W",101,231710159,5,22,1,"0 - No Injury","No","Veh vs Parked Veh"
6,21,2128,22,"F","H",101,232109301,5,15,0,"1 - Injury","No","Veh vs Ped"
3,17,1745,73,"X","X",101,231710138,5,12,0,"0 - No Injury","No","Veh vs Fixed Object"
3,21,2136,35,"M","H",101,232109171,5,7,0,"1 - Injury","Yes","Veh vs Bike"
3,17,1703,25,"F","H",101,231710163,5,23,0,"0 - No Injury","No","Veh vs Fixed Object"
2,21,2158,47,"M","O",101,232108912,5,15,1,"1 - Injury","Yes","Veh vs Veh"
7,20,2024,62,"M","H",101,232019603,12,5,0,"1 - Injury","No","Veh vs Ped"
3,17,1779,24,"F","H",101,231710581,5,21,1,"1 - Injury","Yes","Veh vs Bike"
7,10,1035,56,"M","H",101,231009631,5,21,1,"0 - No Injury","No","Veh vs Parked Veh"
2,21,2137,48,"M","H",101,232109367,5,11,0,"0 - No Injury","No","Veh vs Parked Veh"
3,21,2136,53,"M","H",101,232109428,5,23,1,"1 - Injury","Yes","Veh vs Veh"
3,21,2158,50,"M","O",101,232109376,5,0,0,"1 - Injury","No","Veh vs Veh"
2,12,1243,27,"F","B",101,231225579,12,23,1,"1 - Injury","Yes","Veh vs Veh"
4,1,111,64,"M","A",101,230113330,5,7,0,"1 - Injury","No","Veh vs Veh"
3,21,2125,31,"F","H",101,232109390,5,7,0,"1 - Injury","Yes","Veh vs Veh"
1,21,2107,65,"M","H",101,232109360,5,21,1,"0 - No Injury","No","Veh vs Parked Veh"
1,7,758,53,"M","A",101,230710189,5,23,1,"1 - Injury","Yes","Veh vs Ped"
3,1,152,49,"F","H",101,230127258,12,19,8,"1 - Injury","Yes","Bike vs Veh"
4,1,157,26,"M","W",101,230126416,12,19,1,"0 - No Injury","Yes","Veh vs Veh"
1,17,1794,59,"M","H",101,231719617,12,20,0,"1 - Injury","Yes","Veh vs Bike"
2,2,266,50,"M","O",101,230211446,5,2,0,"0 - No Injury","No","Veh vs Parked Veh"
2,11,1105,32,"M","W",101,231117247,12,13,0,"0 - No Injury","No","Veh vs Veh"
7,14,1438,23,"M","H",958,231411435,5,19,1,"1 - Injury","Unknown","Veh vs Bike"
4,14,1449,24,"X","X",102,231422282,12,20,0,"0 - No Injury","No","Veh vs Fixed Object"
2,15,1521,63,"F","H",101,231519508,12,7,0,"1 - Injury","No","Veh vs Ped"
4,10,1063,68,"F","H",101,231009838,5,9,8,"1 - Injury","No","Veh vs Ped"
6,4,407,31,"F","H",101,230415824,12,8,0,"1 - Injury","No","Veh vs Veh"
4,21,2102,74,"M","W",101,232118126,12,14,0,"1 - Injury","Yes","Veh vs Veh"
5,8,811,31,"M","W",101,230810333,6,12,0,"0 - No Injury","No","Veh vs Veh"
3,7,727,72,"F","H",108,230710239,5,11,28,"0 - No Injury","No","Veh vs Parked Veh"
7,17,1794,38,"M","H",101,231710387,5,17,1,"1 - Injury","Yes","Veh vs M/C"
4,20,2039,14,"M","K",101,232010939,5,8,0,"1 - Injury","Yes","Veh vs Ped"
7,9,914,34,"M","W",101,230909912,5,22,1,"0 - No Injury","No","Veh vs Veh"
7,3,375,58,"F","B",101,230321682,12,18,1,"1 - Injury","Unknown","Veh vs Ped"
7,7,765,27,"M","H",101,230718947,12,3,5,"1 - Injury","Yes","Veh vs Veh"
5,2,256,25,"M","O",102,230211664,6,3,0,"0 - No Injury","No","Unknown"
5,10,1075,36,"M","W",101,231009671,5,2,4,"0 - No Injury","No","Veh vs Parked Veh"
3,20,2056,44,"F","H",101,232010920,5,15,0,"1 - Injury","No","Veh vs Parked Veh"
2,17,1756,55,"M","W",101,231710781,5,7,11,"0 - No Injury","Unknown","Veh vs Other Object"
2,13,1371,41,"M","H",101,231311450,5,12,0,"0 - No Injury","No","Veh vs Other Object"
3,6,666,61,"M","H",101,230610498,5,9,0,"0 - No Injury","No","Veh vs Veh"
3,18,1826,61,"M","W",101,231811214,5,9,0,"0 - No Injury","No","Veh vs Parked Veh"
3,21,2158,53,"M","B",101,232109416,5,13,0,"1 - Injury","Yes","Veh vs Veh"
1,12,1256,20,"M","H",101,231212983,5,22,2,"1 - Injury","Yes","Veh vs Veh"
6,13,1342,45,"F","H",101,231311700,6,21,1,"0 - No Injury","No","Veh vs Parked Veh"
7,16,1617,39,"M","O",101,231608718,5,5,5,"0 - No Injury","No","Veh vs Parked Veh"
4,4,464,99,"M","W",101,230415756,12,9,0,"0 - No Injury","No","Veh vs Fixed Object"
2,6,637,52,"M","O",101,230619344,12,6,0,"0 - No Injury","No","Veh vs Parked Veh"
5,9,904,40,"M","O",101,230917962,12,13,0,"1 - Injury","Yes","Veh vs Veh"
7,8,857,28,"M","H",101,230818377,12,17,1,"1 - Injury","No","Veh vs Bike"
6,7,747,37,"F","B",101,230710206,5,14,10,"1 - Injury","No","Veh vs Veh"
1,14,1499,42,"M","H",101,231410907,5,1,0,"1 - Injury","No","Veh vs Ped"
3,14,1488,40,"F","W",101,231422217,12,23,1,"1 - Injury","No","Veh vs Ped"
1,6,646,39,"M","W",101,230610412,5,23,1,"1 - Injury","Yes","Veh vs M/C"
4,16,1653,27,"M","H",101,231608709,5,15,0,"1 - Injury","No","Veh vs Ped"
1,9,911,23,"M","H",101,230917820,12,2,0,"0 - No Injury","No","Veh vs Veh"
6,17,1721,53,"M","B",101,231710777,6,1,0,"0 - No Injury","No","Veh vs Fixed Object"
7,13,1373,24,"F","O",101,231322425,12,2,0,"0 - No Injury","No","Veh vs Fixed Object"
5,17,1721,27,"M","H",101,231719752,12,7,0,"0 - No Injury","No","Veh vs Fixed Object"
7,8,835,60,"M","W",108,230810253,4,14,31,"0 - No Injury","No","Veh vs Parked Veh"
3,8,803,51,"M","H",101,230810295,5,8,8,"0 - No Injury","No","Veh vs Veh"
7,19,1904,20,"M","H",101,231909813,5,18,0,"0 - No Injury","No","Veh vs Veh"
6,3,399,22,"F","B",101,230321926,12,17,1,"0 - No Injury","Unknown","Veh vs Veh"
6,15,1526,19,"M","H",101,231519548,12,23,5,"1 - Injury","No","Veh vs Veh"
6,1,182,26,"F","B",101,230127422,12,10,0,"1 - Injury","Yes","Veh vs Veh"
5,9,905,26,"M","H",108,230909837,5,19,0,"0 - No Injury","No","Veh vs Veh"
5,10,1075,41,"M","W",101,231009672,5,2,4,"0 - No Injury","No","Veh vs Parked Veh"
3,14,1414,35,"M","W",101,231411522,5,18,1,"1 - Injury","Yes","Veh vs M/C"
7,17,1767,60,"M","H",101,231710389,5,21,1,"0 - No Injury","No","Veh vs Veh"
6,21,2103,54,"M","W",101,232109891,6,13,1,"0 - No Injury","No","Veh vs Fixed Object"
4,8,839,18,"M","B",101,230810220,5,13,19,"1 - Injury","No","Veh vs Veh"
2,12,1215,33,"M","H",101,231212961,5,5,0,"1 - Injury","No","Veh vs Ped"
7,18,1821,19,"M","H",101,231821179,12,3,0,"0 - No Injury","Unknown","Veh vs Veh"
3,9,991,27,"M","H",101,230910016,5,19,0,"1 - Injury","Yes","Veh vs M/C"
5,8,898,22,"M","O",101,230818537,12,22,1,"0 - No Injury","No","Veh vs Parked Veh"
6,20,2036,33,"M","W",101,232019714,12,15,12,"0 - No Injury","No","Veh vs Ped"
3,7,725,50,"M","O",101,230718845,12,2,0,"0 - No Injury","No","Veh vs Parked Veh"
3,19,1906,73,"M","H",101,231918275,11,19,29,"1 - Injury","Yes","Veh vs Veh"
7,1,152,45,"F","H",101,230126951,1,11,335,"1 - Injury","Unknown","Veh vs Veh"
7,8,889,11,"M","O",101,230810296,5,15,4,"1 - Injury","No","Veh vs Ped"
7,9,914,31,"F","W",101,230910103,5,19,6,"0 - No Injury","Unknown","Veh vs Veh"
1,18,1842,19,"M","H",101,231821211,12,19,1,"1 - Injury","Unknown","Veh vs Veh"
3,4,462,31,"F","H",101,230415749,12,21,1,"1 - Injury","Unknown","Unknown"
5,13,1325,38,"M","B",101,231322633,12,10,0,"1 - Injury","Yes","Veh vs Veh"
7,20,2064,46,"M","H",101,232001101,12,19,0,"0 - No Injury","Yes","Veh vs Veh"
2,12,1215,33,"M","H",101,231212960,5,5,0,"1 - Injury","No","Veh vs Ped"
3,17,1796,69,"F","H",101,231709805,5,10,0,"1 - Injury","No","Veh vs Ped"
2,12,1273,22,"X","X",101,231225541,12,9,0,"0 - No Injury","Unknown","Veh vs Other Object"
6,14,1465,45,"M","W",101,231411549,4,8,33,"0 - No Injury","No","Veh vs Veh"
3,8,853,37,"F","W",101,230810262,5,14,0,"0 - No Injury","No","Veh vs Parked Veh"
4,9,931,30,"M","O",108,230917929,12,21,0,"0 - No Injury","No","Veh vs Fixed Object"
5,8,811,40,"M","H",101,230810350,6,19,0,"0 - No Injury","Yes","Veh vs Veh"
3,6,645,54,"F","O",101,230610182,5,23,8,"1 - Injury","Yes","Veh vs Veh"
4,7,766,49,"M","H",101,230718945,12,22,0,"0 - No Injury","No","Veh vs Veh"
1,9,946,27,"M","W",101,230917838,12,12,0,"1 - Injury","Unknown","Veh vs Veh"
6,9,926,45,"M","O",101,230918014,12,19,1,"0 - No Injury","Unknown","Veh vs Parked Veh"
1,14,1407,38,"M","W",101,241406774,6,16,271,"1 - Injury","Yes","Veh vs M/C"
7,21,2113,58,"M","B",101,242105772,12,19,74,"0 - No Injury","Unknown","Veh vs Veh"
2,1,161,21,"M","H",101,230113223,5,10,0,"0 - No Injury","No","M/C vs Veh"
3,1,192,25,"F","H",101,230113277,5,22,0,"1 - Injury","Yes","Veh vs Veh"
4,1,121,99,"M","O",108,230113329,5,8,0,"0 - No Injury","No","Veh vs Fixed Object"
4,1,174,50,"M","B",101,230113368,5,17,0,"0 - No Injury","No","Veh vs Veh"
6,1,123,22,"X","X",101,230113456,6,7,0,"0 - No Injury","No","Veh vs Veh"
6,1,185,57,"F","B",101,230113461,6,12,0,"0 - No Injury","No","Veh vs Parked Veh"
6,2,216,40,"F","H",101,230211323,5,15,0,"0 - No Injury","No","Veh vs Veh"
4,2,256,23,"M","B",101,230211620,5,2,1,"1 - Injury","Yes","Unknown"
3,2,204,24,"M","W",101,230211489,5,8,0,"0 - No Injury","No","Unknown"
4,2,285,58,"M","H",101,230211587,5,15,0,"1 - Injury","No","Veh vs Parked Veh"
5,2,237,26,"M","H",101,230211657,6,12,0,"1 - Injury","No","Veh vs Train"
7,2,265,33,"M","H",101,230211739,6,14,0,"0 - No Injury","No","Unknown"
6,1,195,72,"M","H",101,230126996,12,17,0,"1 - Injury","No","Veh vs Ped"
7,3,393,22,"F","B",101,230311740,6,9,0,"1 - Injury","Yes","Veh vs Veh"
1,1,195,32,"F","B",101,230123378,11,5,0,"1 - Injury","Yes","Veh vs Veh"
7,4,424,26,"F","H",101,230408797,5,3,0,"1 - Injury","Yes","Veh vs Fixed Object"
1,4,464,19,"M","H",101,230408819,5,3,0,"1 - Injury","Yes","Veh vs Veh"
2,4,453,29,"F","O",101,230408875,5,5,0,"1 - Injury","Yes","Veh vs Ped"
2,4,465,40,"M","H",101,230408883,5,20,0,"1 - Injury","Yes","Veh vs Fixed Object"
3,4,442,39,"M","H",101,230408897,5,8,0,"1 - Injury","No","Veh vs Parked Veh"
5,3,308,50,"M","H",101,230311644,6,6,0,"0 - No Injury","Yes","Veh vs Veh"
3,2,216,61,"M","H",101,230211498,5,14,0,"1 - Injury","Yes","Veh vs Veh"
6,2,235,35,"M","A",101,230211725,6,14,0,"1 - Injury","Yes","Veh vs Veh"
7,4,448,10,"F","H",101,230409032,6,12,0,"1 - Injury","No","Veh vs Parked Veh"
4,4,453,16,"M","B",101,230408917,5,1,0,"0 - No Injury","No","Veh vs Fixed Object"
4,4,479,54,"M","H",101,230408932,5,21,0,"1 - Injury","No","Unknown"
5,4,438,39,"M","H",101,230408963,6,13,0,"0 - No Injury","Yes","Veh vs Fixed Object"
5,4,477,27,"M","W",101,230408975,6,17,0,"1 - Injury","Yes","Veh vs Veh"
5,4,465,37,"F","H",101,230408976,6,18,1,"1 - Injury","No","Veh vs Veh"
6,4,469,99,"M","O",101,230409006,6,16,0,"0 - No Injury","No","Veh vs Parked Veh"
3,8,827,22,"F","O",101,230810260,5,10,0,"0 - No Injury","No","Veh vs Parked Veh"
3,7,726,26,"M","B",101,230710236,5,11,0,"1 - Injury","No","Veh vs Veh"
6,7,725,45,"F","H",101,230710075,5,1,0,"0 - No Injury","No","Veh vs Veh"
6,1,127,33,"M","O",101,230127452,12,19,0,"1 - Injury","Yes","Veh vs Veh"
4,8,859,28,"M","B",101,230810323,5,18,1,"0 - No Injury","No","Veh vs Veh"
1,9,964,45,"M","W",101,230909939,5,14,0,"1 - Injury","Yes","Veh vs Veh"
3,9,938,42,"M","A",101,230910023,5,23,1,"1 - Injury","No","Veh vs Veh"
3,10,1031,22,"M","W",101,231009738,5,16,0,"1 - Injury","No","Veh vs Veh"
5,5,509,33,"M","W",101,230509441,6,6,0,"1 - Injury","Unknown","Veh vs Veh"
3,9,994,72,"M","O",104,230910012,5,11,0,"0 - No Injury","No","Veh vs Fixed Object"
4,9,909,30,"M","O",101,230910025,5,2,0,"0 - No Injury","No","Veh vs Parked Veh"
3,10,1047,25,"M","O",101,231009746,5,16,0,"1 - Injury","No","Veh vs Veh"
6,11,1177,49,"M","H",108,231109680,6,8,0,"1 - Injury","No","Veh vs Ped"
5,3,318,29,"M","H",101,230321868,12,13,0,"0 - No Injury","No","Veh vs Veh"
7,11,1101,56,"F","H",101,231109474,5,18,0,"1 - Injury","No","Veh vs Veh"
2,11,1138,41,"M","A",101,231109522,5,13,0,"0 - No Injury","No","Veh vs Parked Veh"
4,11,1177,22,"M","H",101,231109597,5,16,0,"0 - No Injury","No","Veh vs Fixed Object"
4,11,1158,70,"F","H",101,231109629,5,8,1,"1 - Injury","Yes","Veh vs Veh"
7,12,1245,55,"M","H",101,231212840,5,10,0,"1 - Injury","Unknown","Veh vs Ped"
3,12,1268,45,"M","O",101,231213013,5,16,0,"0 - No Injury","Unknown","Veh vs Fixed Object"
7,12,1215,40,"M","H",103,231212869,5,17,0,"0 - No Injury","Unknown","M/C vs Veh"
4,10,1015,44,"M","H",101,231009803,5,21,0,"1 - Injury","No","Veh vs Veh"
2,13,1367,40,"M","H",101,231305090,1,2,0,"1 - Injury","No","Veh vs Veh"
6,13,1317,99,"M","W",101,231311314,5,8,0,"0 - No Injury","No","Veh vs Veh"
7,13,1372,60,"M","O",101,231311382,5,20,0,"0 - No Injury","No","Veh vs Parked Veh"
1,13,1351,23,"F","B",101,231311420,5,17,0,"1 - Injury","Yes","Veh vs Veh"
1,13,1345,53,"M","H",101,231311427,5,21,0,"0 - No Injury","Yes","Veh vs Veh"
1,13,1385,41,"F","H",101,231311431,5,22,1,"0 - No Injury","No","Veh vs Veh"
2,13,1313,22,"M","O",101,231311435,5,6,0,"0 - No Injury","No","Veh vs Fixed Object"
2,13,1307,22,"F","H",101,231311449,5,11,0,"0 - No Injury","No","Veh vs Parked Veh"
2,13,1394,25,"M","O",102,231311504,5,5,1,"0 - No Injury","No","Veh vs Veh"
1,13,1383,25,"M","O",102,231311520,5,2,3,"0 - No Injury","Yes","Veh vs Fixed Object"
4,13,1364,33,"M","H",101,231311549,5,11,0,"1 - Injury","Yes","Unknown"
4,13,1341,25,"M","H",101,231311587,5,17,0,"1 - Injury","Yes","Unknown"
5,13,1385,22,"M","H",101,231311628,6,14,0,"0 - No Injury","No","Veh vs Parked Veh"
5,13,1321,36,"M","O",101,231311644,6,2,1,"0 - No Injury","No","Veh vs Veh"
6,13,1344,29,"F","B",101,231311653,6,9,0,"0 - No Injury","No","Veh vs Veh"
6,13,1309,99,"X","X",101,231311657,6,2,0,"0 - No Injury","No","Veh vs Fixed Object"
4,17,1722,30,"M","O",101,231710580,5,0,0,"1 - Injury","No","Veh vs Fixed Object"
5,16,1654,66,"F","H",101,231608733,6,8,0,"0 - No Injury","Yes","Veh vs Veh"
5,17,1797,36,"M","O",101,231710738,6,10,0,"1 - Injury","No","Veh vs Veh"
6,13,1346,45,"M","H",101,231311698,6,22,1,"1 - Injury","No","Veh vs M/C"
5,15,1519,67,"M","H",108,231510474,6,0,0,"1 - Injury","No","Veh vs Parked Veh"
5,16,1602,42,"M","W",101,231608741,6,14,0,"0 - No Injury","No","Veh vs Veh"
2,20,2074,77,"M","W",101,232010541,5,14,0,"1 - Injury","No","Veh vs Bike"
7,20,2056,59,"F","H",101,232010803,5,13,0,"0 - No Injury","No","Veh vs Veh"
6,19,1958,16,"F","H",101,231910036,6,15,0,"1 - Injury","No","Veh vs Ped"
6,19,1911,35,"F","H",101,231910055,6,18,1,"0 - No Injury","Yes","Veh vs Veh"
5,21,2136,46,"F","H",101,232109794,6,9,0,"0 - No Injury","No","Veh vs Veh"
7,7,739,69,"M","K",101,230718997,12,9,0,"1 - Injury","Yes","Veh vs Veh"
6,21,2158,31,"M","B",101,232109870,6,19,1,"0 - No Injury","Yes","Veh vs Veh"
5,7,732,67,"F","W",101,230718930,12,19,7,"1 - Injury","No","Veh vs Ped"
7,7,735,24,"M","O",101,230719020,12,8,0,"0 - No Injury","No","Veh vs Parked Veh"
1,11,1181,52,"M","H",101,231109764,6,11,0,"1 - Injury","No","Veh vs Veh"
5,9,971,45,"M","O",101,230910210,6,21,4,"1 - Injury","No","Veh vs Veh"
2,10,1035,48,"M","W",102,231009701,5,11,0,"0 - No Injury","No","Veh vs Fixed Object"
1,20,2025,31,"M","H",101,232010810,5,10,0,"0 - No Injury","No","Veh vs Veh"
6,20,2071,99,"M","O",108,232011008,6,22,1,"0 - No Injury","No","Veh vs Parked Veh"
7,19,1905,19,"F","H",101,231909192,5,21,1,"1 - Injury","Yes","Veh vs Bike"
3,11,1136,38,"M","H",101,231109833,6,10,0,"0 - No Injury","Yes","Veh vs Veh"
6,8,819,33,"M","O",101,230818564,12,20,0,"1 - Injury","No","Veh vs Ped"
5,11,1179,60,"M","A",101,231109411,5,22,1,"0 - No Injury","No","Veh vs Parked Veh"
4,9,909,76,"F","W",101,230917684,12,21,7,"0 - No Injury","No","Veh vs Veh"
5,8,891,36,"F","O",101,230818530,12,16,0,"1 - Injury","Yes","Veh vs Veh"
5,13,1341,27,"F","O",101,231311656,5,17,8,"1 - Injury","No","Veh vs M/C"
1,15,1555,99,"M","H",101,231510315,5,9,1,"0 - No Injury","No","Veh vs Parked Veh"
5,9,932,20,"F","H",102,230910311,6,7,6,"1 - Injury","No","Veh vs Ped"
3,12,1259,40,"F","H",101,231213489,6,18,1,"0 - No Injury","Unknown","Veh vs Parked Veh"
6,6,622,61,"M","B",101,230610618,6,10,0,"1 - Injury","Yes","Veh vs Veh"
2,8,895,33,"M","H",101,230810548,6,20,2,"1 - Injury","No","Veh vs Ped"
1,19,1921,40,"F","W",101,231909847,5,16,0,"1 - Injury","No","Veh vs Veh"
4,10,1029,17,"M","H",101,231017649,12,21,1,"1 - Injury","No","Veh vs Bike"
2,10,1021,99,"X","X",101,231017549,12,3,0,"0 - No Injury","No","Veh vs Parked Veh"
3,11,1128,52,"M","B",101,231117328,12,15,2,"1 - Injury","Unknown","Veh vs M/C"
3,6,625,23,"F","B",101,230610798,6,7,0,"1 - Injury","Yes","Veh vs Veh"
3,11,1142,29,"F","H",101,231109863,6,21,1,"1 - Injury","No","Veh vs Veh"
2,21,2136,30,"M","H",101,232109665,5,8,0,"0 - No Injury","No","Veh vs Parked Veh"
7,10,1089,21,"M","H",101,231009941,6,23,1,"1 - Injury","No","Veh vs Veh"
1,17,1788,49,"F","W",101,231710402,5,21,1,"1 - Injury","No","Veh vs Veh"
2,16,1681,99,"M","H",101,231609012,6,11,4,"0 - No Injury","No","Veh vs Parked Veh"
4,2,266,99,"M","W",101,230212008,6,15,0,"0 - No Injury","No","Veh vs Veh"
1,11,1183,41,"F","W",101,231109773,6,20,0,"1 - Injury","Yes","Veh vs Ped"
5,1,152,30,"M","W",101,230113396,6,5,0,"0 - No Injury","No","Veh vs Parked Veh"
3,19,1924,63,"X","X",101,231909923,5,16,0,"1 - Injury","No","Veh vs Fixed Object"
6,17,1796,99,"M","O",101,231711126,6,16,0,"0 - No Injury","Yes","Veh vs Veh"
1,12,1258,31,"F","H",101,231225525,12,15,0,"1 - Injury","Yes","Veh vs Veh"
2,12,1267,46,"F","B",101,231225570,12,15,0,"1 - Injury","Yes","Veh vs Veh"
3,1,111,27,"M","H",101,230113713,6,5,0,"1 - Injury","Yes","Veh vs M/C"
2,21,2158,25,"M","H",101,232109662,5,2,0,"1 - Injury","No","Veh vs Veh"
2,11,1162,22,"M","W",101,231109785,6,6,0,"0 - No Injury","Yes","Veh vs Veh"
4,13,1313,40,"M","O",101,231311599,5,5,1,"1 - Injury","Yes","Veh vs Fixed Object"
5,12,1258,99,"M","W",101,231213555,6,23,1,"0 - No Injury","Unknown","Veh vs Veh"
6,16,1685,23,"M","W",101,231609008,6,0,0,"1 - Injury","No","Veh vs Fixed Object"
5,12,1256,39,"F","H",101,231225723,12,13,0,"0 - No Injury","Unknown","Veh vs Parked Veh"
4,2,295,21,"M","H",101,230212009,6,14,0,"1 - Injury","Yes","Veh vs M/C"
1,13,1375,18,"M","H",101,231311752,6,1,0,"0 - No Injury","No","Veh vs Parked Veh"
7,9,969,40,"M","W",110,230910310,6,15,4,"0 - No Injury","No","Veh vs Veh"
1,17,1767,30,"F","O",101,231710564,5,3,0,"0 - No Injury","No","Veh vs Parked Veh"
4,14,1434,72,"F","A",101,231422246,12,7,0,"1 - Injury","No","Veh vs Ped"
4,15,1519,35,"M","O",101,231519309,12,23,1,"1 - Injury","No","Veh vs Veh"
5,15,1525,70,"M","O",101,231519349,12,21,1,"0 - No Injury","No","Veh vs Parked Veh"
3,15,1548,36,"M","H",101,231519536,12,12,0,"0 - No Injury","No","Veh vs Parked Veh"
6,15,1506,29,"M","H",101,231518643,12,0,0,"0 - No Injury","No","Veh vs Parked Veh"
5,6,657,42,"M","H",101,230610867,6,22,1,"1 - Injury","No","Veh vs Ped"
7,15,1535,30,"M","O",101,231510554,6,18,1,"0 - No Injury","No","Veh vs Parked Veh"
3,18,1822,36,"F","H",101,231811585,6,21,1,"1 - Injury","Unknown","Veh vs Ped"
3,4,443,25,"F","H",101,230408916,5,21,1,"1 - Injury","Yes","Veh vs Veh"
3,13,1343,22,"M","H",101,231311943,6,21,1,"0 - No Injury","Yes","Veh vs Veh"
2,4,402,49,"M","W",101,230409096,6,10,0,"0 - No Injury","No","Veh vs Veh"
3,15,1501,39,"M","O",101,231519540,12,12,0,"0 - No Injury","No","Veh vs Veh"
6,15,1512,29,"M","H",101,231519687,12,16,7,"0 - No Injury","No","Veh vs Veh"
7,1,152,31,"M","H",101,230113524,6,15,0,"1 - Injury","No","Veh vs Bike"
5,19,1985,46,"F","H",101,231910038,5,16,15,"1 - Injury","Yes","Veh vs Ped"
6,13,1317,50,"M","H",101,231311353,5,23,1,"1 - Injury","No","Unknown"
7,15,1513,61,"M","W",101,231519697,12,10,0,"1 - Injury","Yes","Veh vs Fixed Object"
2,13,1346,43,"F","H",101,231311794,6,3,0,"1 - Injury","No","Veh vs Veh"
3,3,357,28,"F","H",101,230311889,6,14,1,"1 - Injury","Yes","Veh vs Ped"
4,16,1663,39,"M","H",101,231614294,11,21,0,"1 - Injury","No","Veh vs Ped"
5,4,443,81,"M","A",101,230409185,6,13,0,"1 - Injury","No","Veh vs Ped"
6,18,1822,30,"M","H",101,231811386,6,18,0,"1 - Injury","Unknown","Veh vs Veh"
2,21,2177,63,"F","A",101,232109951,6,9,0,"1 - Injury","Yes","Veh vs Ped"
7,15,1527,31,"F","H",101,231615291,12,20,6,"0 - No Injury","Yes","Veh vs Veh"
3,12,1259,40,"M","H",101,231213475,6,18,1,"0 - No Injury","Yes","Veh vs Veh"
3,4,408,86,"M","H",101,230409135,6,16,0,"0 - No Injury","No","Veh vs Veh"
5,7,784,22,"M","A",101,230710593,6,19,0,"1 - Injury","No","Veh vs M/C"
7,9,991,75,"M","W",101,230910167,6,13,0,"1 - Injury","No","Bike vs Other"
2,11,1177,99,"M","O",101,231109790,6,8,0,"0 - No Injury","No","Veh vs Parked Veh"
5,16,1653,45,"F","H",101,231615253,12,20,1,"1 - Injury","No","Veh vs Ped"
7,16,1615,23,"M","H",101,231615303,12,17,0,"1 - Injury","Yes","Veh vs Veh"
1,2,295,61,"M","H",101,230211418,5,19,0,"0 - No Injury","No","Veh vs Veh"
2,2,281,19,"M","H",101,230211884,6,19,0,"1 - Injury","Yes","Unknown"
1,16,1681,24,"F","H",101,231608645,5,23,1,"1 - Injury","No","Veh vs Veh"
3,7,721,68,"M","B",101,230710244,5,14,0,"0 - No Injury","No","Veh vs Veh"
